201757Capricorn Prince,1.875,8,11,-4,5.636363636,0,17,5,2
201757Lions Vigil,4.75,6,11,-5,3.636363636,-0.3,0,0,0
201757Stormy Night,2.875,1,12,-5,1.636363636,-0.5,12,5,0
201757Frame Rate,3.125,2,13,-3,-8.363636364,-1,0,0,0
201757Nonna Lisa,4.25,9,29,-5,1.636363636,-0.5,0,0,0
201759Margub,2.25,1,4,0,0.375,-0.3,10,0,0
201759Arafi,2.875,5,4.5,-2,0.375,-0.3,15,5,0
201759Gobi Sunset,4.125,2,4.5,-2,-4.625,-1.57,25,5,0
201759Baby Steps,3.25,7,10,-1,-6.625,-1.59,16,5,0
201759Corvair,3.875,8,10,-2,3.375,0,#N/A,0,2
201759Harrison Point,2,3,11,-2,0.375,-0.3,22,5,0
201759Young Fire,3.375,4,13,0,6.375,-0.6,6,0,0
201759Gabrial The Devil,2.125,6,15,0,0.375,-0.3,15,5,0
201761Dont Tell Dj,3.75,2,4,0,-2,-1.57,6,0,0
201761Harswell Princess,2.5,3,4,0,-1,-0.7,11,0,0
201761Puffin Island,4,6,6,0,2,-0.4,11,0,0
201761Admirable Lad,4.4,5,6,0,-1,-0.7,6,0,0
201761Camerily Joe,4.375,1,11,0,3,-0.3,5,0,2
201761Dew You Believe,2.333333333,4,12,0,-2,-1.57,4,0,0
201761Mountain Ash,3.25,7,15,0,-3,-1.58,9,0,0
201761First Landing,7.5,8,19,0,-1,-0.7,0,0,0
201761Available Angel,3.857142857,12,26,0,2,-0.4,7,0,0
201761Pump It Up,5.75,11,34,0,6,0,14,5,0
201761Senorita Eva Rose,3.5,9,41,0,-2,-1.57,33,5,0
201762Dutugamunu,4.75,4,6,-5,6.5,0,14,5,2
201762Coverham,4.625,1,7.5,-2,3.5,-0.3,0,0,0
201762Roca Magica,4.125,10,8,-4,-1.5,-0.8,4,0,0
201762Chloellie,6.125,5,10,-3,-2.5,-0.9,9,0,0
201762Spanish Mane,2.5,6,10,-3,1.5,-0.5,8,0,0
201762Internationalangel,5.333333333,2,13,-5,-1.5,-0.8,9,0,0
201762Afro Blue,4.25,7,15,-5,-4.5,-1.78,9,0,0
201762Wind In My Sails,3.625,11,17,0,1.5,-0.5,12,5,0
201762Jack Ryan,2.875,8,21,-5,1.5,-0.5,7,0,0
201762Dyagilev,3.875,12,21,-3,-6.5,-1.8,15,5,0
201764Asiaaf,3.2,3,3.75,-3,6.333333333,-0.87,6,0,0
201764The First King,3.25,6,5,-3,7.333333333,0,#N/A,0,0
201764The Citys Phantom,3.4,1,7,-3,0.3333333333,-0.3,14,5,0
201764Oh Its Saucepot,3.875,2,13,0,0.3333333333,-0.3,14,5,0
201764Crimson King,3.375,5,15,-2,-6.666666667,-1,9,0,0
201765Tanglewood Tales,3.75,7,3.75,0,-3.777777778,-0.8,20,5,0
201765Arthurs Angel,4.125,6,4.5,0,2.222222222,-0.2,7,0,0
201765Bague Dor,6,1,7,0,2.222222222,-0.2,14,5,0
201765Sim Card,5.333333333,2,9,0,-5.777777778,-1.68,17,5,0
201765Prey For Glory,4.75,3,19,0,3.222222222,-0.1,23,5,0
201778Love Of Zoffany,4.25,8,4.5,0,4.333333333,0,25,5,2
201778Hope Probe,5.666666667,1,5,0,-4.666666667,-1.58,11,0,0
201778Ginato,4,5,7,0,7.333333333,-0.6,11,0,2
201778Fircombe Hall,3.375,4,7.5,0,-5.666666667,-1.59,19,5,0
201778Loweswater,5.666666667,7,11,0,-1.666666667,-0.6,13,5,0
201778Midnight Poppy,6.25,6,12,0,3.333333333,-0.1,21,5,0
201778Fliss Floss,3,9,17,0,-2.666666667,-0.7,13,5,0
201778Shesaheart,3.6,3,17,0,-4.666666667,-1.58,25,5,0
201780Queens Sargent,4.875,1,2.75,-3,3.2,-0.1,15,5,0
201780Parys Mountain,4.5,3,3.5,-2,-4.8,-1.58,5,0,0
201780Streak Lightning,1,5,4.33,-5,4.2,0,25,5,2
201780Muntadab,5,2,5,0,-4.8,-1.58,11,0,0
201780Three Saints Bay,2.375,4,15,-3,2.2,-0.2,0,0,0
201781Medicine Jack,3.875,3,4.5,-3,2.444444444,-0.4,11,0,0
201781Fendale,2.625,5,5,-1,6.444444444,0,21,5,0
201781Eldelbar,2.625,1,5.5,-3,-0.5555555556,-0.7,9,0,0
201781Round The Island,3.875,2,6,-2,-3.555555556,-1.59,0,0,0
201781Zumurud,3.625,4,6.5,-4,5.444444444,-0.1,0,0,0
201781Excessable,2.5,7,8.5,-2,0.4444444444,-0.6,5,0,0
201781Tukhoom,4.625,8,15,-2,-1.555555556,-1.57,6,0,0
201781Aleef,1.875,6,23,-2,-0.5555555556,-0.7,0,0,0
201782Wise Eagle,4.375,1,2.5,-4,3.375,0,100,5,0
201782Molinari,3.5,4,6,-4,0.375,-0.3,0,0,0
201782Pot Of Paint,3.571428571,5,6.5,-4,3.375,0,2,0,2
201782Mutamaded,3.625,2,7.5,0,-5.625,-1.58,10,0,0
201782The Dancing Poet,4.125,3,11,-3,1.375,-0.2,10,0,0
201782Bollin Margaret,4.125,6,13,-4,0.375,-0.3,5,0,0
201782I Cant Remember,3,7,23,-4,-5.625,-1.58,13,5,0
201783Electric Blue,2,9,3.25,0,5.7,0,17,5,2
201783Emirati Dirham,5.125,4,8,0,0.7,-0.5,11,0,0
201783High Security,3.571428571,5,8,0,4.7,-0.1,5,0,2
201783Secret Eagle,1.666666667,3,11,0,3.7,-0.2,21,5,0
201783Maeves Memory,4.625,7,12,0,-14.3,-1.6,3,0,0
201783Bumble Beee,5,8,13,0,4.7,-0.1,3,0,0
201783Mokaman,3.75,2,13,0,-2.3,-0.8,23,5,0
201783Denzils Laughing,5,1,17,0,3.7,-0.2,13,5,0
201783Orchid Rose,6.333333333,6,34,0,-8.3,-1,#N/A,0,0
201784Harrogate,3.75,2,2.37,-3,6.363636364,-0.99,4,0,0
201784Boudica Bay,6.25,4,6.5,-3,4.363636364,-0.2,21,5,0
201784Red Stripes,4.5,5,9,0,-4.636363636,-1.1,4,0,0
201784Tiltilys Rock,3.25,7,12,-5,-2.636363636,-0.9,#N/A,0,0
201784Gorgeous Gobolina,3.375,8,13,-4,7.363636364,-0.98,#N/A,0,2
201784Bluella,4.375,1,17,-3,-6.636363636,-1.98,7,0,0
201784Corton Lass,4.875,6,19,-3,-6.636363636,-1.98,13,5,0
201784Newgate Angel,4.375,3,19,-4,-4.636363636,-1.1,0,0,0
201817Stop On Red,2.75,1,3.25,0,4,0,#N/A,0,0
201817Medway,5.666666667,3,7,0,6,-0.79,#N/A,0,0
201817Fast Celt,5.666666667,4,8.5,0,-1,-0.5,#N/A,0,0
201817In The Attic,4.571428571,6,10,0,5,-0.8,#N/A,0,0
201817Rosa Dartle,4,2,15,0,4,0,#N/A,0,0
201817Putonthenews,2.75,5,26,0,-4,-0.8,#N/A,0,0
201818Tipperary Moon,2.25,1,5,-3,-4.083333333,-0.8,#N/A,0,0
201818Sunset Nova,3.25,4,5,-2,7.916666667,0,#N/A,0,0
201818Masalai,4.25,11,6,0,3.916666667,-1.08,#N/A,0,0
201818Beleaguerment,1.125,9,7,-2,-1.083333333,-0.5,#N/A,0,0
201818St Georges Head,2.875,5,8,-3,3.916666667,-1.08,#N/A,0,0
201818Jm Barrie,5.75,2,11,-3,-15.08333333,-1.5,#N/A,0,0
201818Monzoon,4.625,3,13,-3,6.916666667,-0.1,0,0,0
201818Sondheim,3.25,7,17,-3,1.916666667,-1.1,#N/A,0,0
201818Caesars Comet,4,6,19,0,4.916666667,-1.07,#N/A,0,0
201818Drish Hero,7.333333333,8,26,-3,0.9166666667,-0.3,#N/A,0,0
201818Royal Hideaway,6.428571429,10,51,-3,-4.083333333,-0.8,#N/A,0,0
201820Port Lockroy,2.666666667,9,2.75,-9,-2.882352941,-2.07,#N/A,0,0
201820Wave Walker,3.625,8,7.5,-8,-6.882352941,-2.09,#N/A,0,0
201820Danehill Quest,4,2,8,-7,0.1176470588,-0.8,#N/A,0,0
201820Final Orders,4,3,11,-8,7.117647059,-1.09,#N/A,0,0
201820The Abbey,4.125,1,19,-5,8.117647059,-1.08,#N/A,0,0
201820Wand,4.125,10,41,-9,1.117647059,-0.9,#N/A,0,0
201820Old Town Road,3.75,11,51,-5,-1.882352941,-1,#N/A,0,0
201785French Minstrel,3,1,2.38,-3,-3,-0.7,14,5,0
201785Lord Torranaga,4.25,5,2.75,-1,-1,-0.5,19,5,0
201785Pledge Of Peace,4.666666667,2,9,-3,1,-0.3,0,0,2
201785Subliminal,2.75,3,11,-1,4,0,9,0,2
201787Ephemeral,3.125,4,3.25,-2,0.6666666667,-0.6,21,5,0
201787Dangerous Ends,4.625,2,6,0,2.666666667,-0.4,18,5,0
201787Stormbomber,4.25,3,6,-2,6.666666667,0,0,0,0
201787Famous Dynasty,3.25,7,11,0,-10.33333333,-1.3,7,0,0
201787Tawtheef,6.166666667,6,17,-3,5.666666667,-0.1,0,0,0
201787Princess Carly,3.125,5,26,-3,-12.33333333,-1.5,4,0,0
201787Ascraeus,5,8,34,-3,0.6666666667,-0.6,0,0,0
201787Calm Down,5.125,15,34,-3,-0.3333333333,-0.7,10,0,0
201788Trixie Waterbury,3.625,5,4.33,-3,3.222222222,0,7,0,2
201788Too Shy Shy,4.25,6,9,-3,-1.777777778,-0.5,14,5,0
201788Topanticipation,1.8,3,10,-3,6.222222222,-0.6,0,0,0
201788Lady Alavesa,3.625,4,11,-1,-7.777777778,-1.6,6,0,0
201788Goddess Of Fire,5,2,11,-3,0.2222222222,-0.3,7,0,0
201788Accomplice,2.75,1,13,0,3.222222222,0,7,0,2
201788Dirty Dancer,4.5,8,26,-3,-4.777777778,-1.57,0,0,0
201789Elusif,5.625,8,3,0,3.357142857,-0.35,17,5,0
201789Aiguillette,2.75,3,6.5,-1,-0.6428571429,-0.8,17,5,0
201789Gonzaga,2.5,7,7.5,0,0.3571428571,-0.7,0,0,0
201789Axel Jacklin,1.75,2,7.5,-1,7.357142857,0,6,0,0
201789Vitesse Du Son,4.125,1,8,-2,-0.6428571429,-0.8,0,0,0
201789Knockout Blow,3.375,4,11,0,5.357142857,-0.2,0,0,0
201789Brazen Point,4.375,5,21,-2,-2.642857143,-1.77,12,5,0
201789Potters Question,5.625,11,21,-1,-3.642857143,-1.78,10,0,0
201789Moment Of Peace,3.333333333,14,21,-2,2.357142857,-0.5,6,0,0
201789Terri Rules,5.5,12,21,0,-1.642857143,-0.9,12,5,0
201789Productive,2.75,9,23,-2,-2.642857143,-1.77,0,0,0
201789Mungos Quest,5.875,6,23,-2,-3.642857143,-1.78,9,0,0
201789Song Of Beauty,3.4,13,51,-2,0.3571428571,-0.7,8,0,0
201789Faregaan,4.428571429,10,51,-2,-3.642857143,-1.78,6,0,0
201790Swiss Pride,2.875,1,3.75,-3,2,-0.2,16,5,0
201790Benefit Street,3.625,2,7.5,-4,1,-0.3,12,5,0
201790Cappananty Con,3.375,3,8,-1,1,-0.3,5,0,0
201790Hector Loza,3.875,5,9,-4,-5,-0.9,9,0,0
201790Garth Rockett,3.875,4,13,-1,4,0,32,5,2
201790Alsvinder,4.75,7,13,0,-1,-0.5,19,5,0
201790Inaam,4.75,6,17,0,-2,-0.6,12,5,0
201791Hey Ho Lets Go,2.375,4,3.75,-5,-3.714285714,-1.8,15,5,0
201791Saaheq,3.75,1,3.75,-3,9.285714286,0,21,5,2
201791Capla Spirit,3.25,5,4.5,-6,4.285714286,-0.5,10,0,0
201791Kaths Lustre,4.75,3,5.5,-4,2.285714286,-0.7,15,5,0
201791Boom The Groom,4.375,2,10,0,7.285714286,-0.2,8,0,0
201791Super Julius,3.75,6,13,-3,-11.71428571,-1.7,6,0,0
201791Sword Exceed,1.625,7,26,-3,-7.714285714,-1.3,8,0,0
201792Lucky Ava,3.375,4,3.5,0,5,0,17,5,2
201792Swooper,6.125,5,4,0,-1,-0.6,12,5,0
201792Split Elevens,4.75,3,5,0,3,-0.2,12,5,0
201792Hotalena,2.625,2,8.5,0,2,-0.3,12,5,0
201792Marta Boy,3,1,11,0,-5,-1.77,12,5,0
201794Hatcher,3.571428571,1,2.75,-4,13.25,0,20,5,2
201794Solar Impulse,3,2,3.75,-1,-1.75,-1.1,13,5,0
201795Precious Eleanor,2.875,15,3.25,-2,5.333333333,-0.8,9,0,2
201795Une De La Seniere,4,2,4,-2,4.333333333,0,18,5,0
201795Getaway Mag,2.666666667,15,5.5,-1,-1.666666667,-0.6,20,5,0
201795Misty Bloom,3.833333333,1,13,0,0.3333333333,-0.4,13,5,0
201795Committee Of One,5.4,3,15,-2,-15.66666667,-1.6,3,0,0
201796Tinkers Hill Tommy,1.333333333,2,2.75,0,0.8571428571,-0.3,10,0,0
201796Bbold,4,3,4.33,-3,1.857142857,-0.2,16,5,0
201796Very First Time,3.285714286,15,6,-1,-0.1428571429,-0.4,20,5,0
201796Louis Vac Pouch,6.571428571,4,9,-1,2.857142857,-0.1,6,0,0
201796Kapgarry,4.833333333,15,11,-2,-4.142857143,-0.8,12,5,0
201796Vivas,4.2,15,13,0,3.857142857,0,12,5,0
201796Another Stowaway,6.166666667,1,15,-1,-5.142857143,-0.9,11,0,0
201797Winged Isle,3.666666667,1,2.37,-5,11.42857143,-0.28,14,5,0
201797Honest Exchange,4.8,2,6,-4,9.428571429,-0.3,18,5,2
201797If Karls Berg Did,4.142857143,5,6,-5,1.428571429,-0.2,10,0,0
201797Fubar,3,6,8,-4,3.428571429,0,18,5,0
201797Bagan,6,3,21,-4,-12.57142857,-1.2,3,0,0
201801Landofsmiles,3.375,1,3.5,-1,3,-0.4,8,0,0
201801Peur De Rien,4.166666667,3,5,-1,-2,-1.67,13,5,0
201801Glenduff,3.375,5,7.5,-2,7,0,14,5,2
201801On A Promise,2.25,15,8,0,1,-0.6,11,0,0
201801Overworkdunderpaid,3.375,7,8.5,-1,5,-0.2,22,5,2
201801Uptown Harry,3.428571429,4,11,-2,-3,-1.68,15,5,0
201801Clonguile Way,3.714285714,6,11,-1,-7,-1,#N/A,0,0
201801Do Not Disturb,4.166666667,2,11,-1,-9,-1.2,12,5,0
201803Francky Du Berlais,2.5,4,3.5,-4,-6.285714286,-1,8,0,0
201803Fortescue,3.25,1,4,-5,0.7142857143,-0.3,9,0,0
201803Broken Quest,1.75,5,7,-3,-2.285714286,-0.6,11,0,0
201803Amalfi Doug,2.2,7,8,-1,-3.285714286,-0.7,11,0,0
201803The Wolf,2.875,2,8,-5,1.714285714,-0.2,14,5,2
201803Valtor,3.571428571,3,9,0,7.714285714,0,19,5,0
201803Crixuss Escape,2.8,6,9,-4,1.714285714,-0.2,12,5,2
201804Lively Citizen,2.5,3,5,-6,-8.181818182,-1.79,9,0,0
201804Mcgowans Pass,3,7,5,-2,6.818181818,-0.78,16,5,2
201804Serious Ego,4.857142857,8,5,-4,-3.181818182,-0.7,14,5,0
201804The Bees Knees,2.875,6,6.5,-6,5.818181818,-0.79,18,5,0
201804Historic Heart,3.25,1,8.5,-8,8.818181818,0,9,0,2
201804Jack Yeats,3.5,10,13,-7,-6.181818182,-1.77,7,0,0
201804Golden Town,3.375,2,13,-2,3.818181818,0,13,5,0
201804See The Sea,2.375,4,17,-5,3.818181818,0,14,5,0
201804Beeno,2.625,5,21,0,4.818181818,-0.8,15,5,0
201805Hunny Moon,2.142857143,1,6,-2,7.142857143,0,18,5,0
201805Bellaney Gem,2.875,2,7.5,-1,7.142857143,0,#N/A,0,0
201805Lady Chuffnell,3.285714286,6,7.5,-2,1.142857143,-0.6,10,0,0
201805La Domaniale,3,4,9.5,-4,10.14285714,-0.6,15,5,0
201805Golden Emblem,2.875,3,10,-2,12.14285714,-0.58,14,5,2
201805Graces Order,3,10,11,-3,2.142857143,-0.5,14,5,0
201805Headscarf Lil,2.666666667,8,12,-2,-7.857142857,-1.1,14,5,0
201805Lostnfound,4,7,13,-1,-8.857142857,-1.2,4,0,0
201805Southern Girl,2.666666667,11,13,-2,4.142857143,-0.3,9,0,0
201805Grey Girly,4,5,15,-4,-11.85714286,-1.5,#N/A,0,0
201805Sophie Fatale,3.428571429,12,21,0,-3.857142857,-1.6,16,5,0
201805Dolly Dancer,2.75,9,21,-2,-1.857142857,-1.58,4,0,0
201806Morozov Cocktail,3.166666667,4,3.75,-6,14.09090909,-0.78,7,0,2
201806Arnica,3.666666667,2,4.5,-3,11.09090909,0,11,0,2
201806A Ladies Milan,5.571428571,8,8,-4,-6.909090909,-1.4,9,0,0
201806World Trip,5.285714286,1,8.5,-5,-7.909090909,-1.5,14,5,0
201806Espoir Moriviere,3.285714286,7,10,-4,-7.909090909,-1.5,12,5,0
201806Buckled,4.2,6,12,0,7.090909091,-0.4,16,5,0
201806Bretney,5.285714286,3,15,-5,0.09090909091,-1.78,9,0,0
201806Onlyfoolsownhorses,6.8,15,19,-1,1.090909091,-1.77,4,0,0
201806So Satisfied,4.833333333,5,19,-1,-3.909090909,-1.1,9,0,0
201806Comeonthebull,3.428571429,15,21,-2,-11.90909091,-1.9,0,0,0
201807Lissen To The Lady,4.857142857,3,6,-6,-1.454545455,-1.78,7,0,0
201807Silk Or Scarlet,3.4,6,7,-4,-5.454545455,-1.1,11,0,0
201807Iwasthefutureonce,4.285714286,5,8,-5,2.545454545,-0.7,7,0,0
201807Final Fling,5,7,11,-3,-6.454545455,-1.2,12,5,0
201807Scullys Forge,6,2,13,-6,8.545454545,-0.1,13,5,0
201807Presence Felt,3.625,8,19,0,12.54545455,-0.78,13,5,0
201810Ronde De Nuit,5.666666667,1,5,-4,12.66666667,0,11,0,0
201810Mi Laddo,4.5,2,5.5,-3,-9.333333333,-1.3,10,0,0
201810Plenty Of Butty,4.625,7,6.5,0,-1.333333333,-1.49,14,5,0
201810Kimberley,5.2,4,7.5,-4,-7.333333333,-1.6,11,0,0
201810Darkest Day,3.571428571,8,9,-2,13.66666667,-0.48,14,5,0
201810Uncle O,5.125,9,10,-1,-8.333333333,-1.2,3,0,0
201810Sad Eyed Dylan,4.375,5,21,0,4.666666667,-0.3,5,0,0
201810Johni Boxit,5.666666667,6,26,-2,-5.333333333,-0.9,4,0,0
201810Rathnure Ranger,5.333333333,3,34,-1,-12.33333333,-1.6,5,0,0
201810Lightning Bug,0,15,41,-4,-7.333333333,-1.6,5,0,0
201811Deputy Jones,3,9,6.5,-3,2.941176471,-0.2,14,5,0
201811A New Siege,5,15,6.5,-5,4.941176471,0,9,0,0
201811Cobra Angel,4,1,8.5,-4,4.941176471,0,5,0,0
201811Our Rockstar,4.375,10,9,-4,3.941176471,-0.1,9,0,0
201811Potters Vision,5.428571429,11,10,-3,1.941176471,-0.3,13,5,0
201811Ask The Lady,6.4,4,10,-5,-4.058823529,-1.58,18,5,0
201811Dangan Des Champs,0,13,13,-5,8.941176471,-0.59,11,0,0
201811Ali The Hunter,6.571428571,2,13,-3,-14.05882353,-1.5,13,5,0
201811Well Briefed,2.666666667,14,15,-5,4.941176471,0,21,5,0
201811Little Peachey,4.25,8,17,-6,-12.05882353,-1.3,0,0,0
201811Sinndarella,4.5,3,17,-6,1.941176471,-0.3,14,5,0
201811Mac Kayla,5.666666667,15,21,-5,3.941176471,-0.1,11,0,0
201811Strike The Flint,5.375,7,26,-4,-3.058823529,-1.57,5,0,0
201811Black Kalarosa,5.166666667,5,34,-4,-9.058823529,-1,3,0,0
201811Achy Breaky Heart,6.5,6,34,-4,-9.058823529,-1,10,0,0
201812Mystic Court,3.857142857,1,1.57,-2,5.375,-1.48,10,0,0
201812Blazing Saddles,4.375,2,5,-4,13.375,0,9,0,2
201812Mr Yeats,4.2,3,10,-6,-0.625,-1.6,10,0,0
201812Chief Brody,6.125,6,15,0,3.375,-1.5,4,0,0
201812Carolines Quest,5.25,15,23,-4,-4.625,-1.4,5,0,0
201812Aluna Quartz,0,5,26,-5,-11.625,-1.7,5,0,0
201812Nuriel,4.5,4,34,-6,-3.625,-2.49,11,0,0
201824Dapper Man,3.375,4,3.75,-2,-1.909090909,-1.57,6,10,20
201824Buniann,2.5,6,4.5,-4,3.090909091,-0.3,2,4,0
201824Nibras Again,2.5,8,5,-2,6.090909091,0,0,10,0
201824Teruntum Star,3.285714286,7,13,0,5.090909091,-0.1,1,4,0
201824Birkenhead,4.25,10,13,-5,3.090909091,-0.3,2,4,0
201824Star Prize,3.625,9,13,-5,-1.909090909,-1.57,6,4,12
201824Van Gerwen,3.875,2,15,-1,-6.909090909,-0.9,10,4,6
201824Ventura Flame,4.25,1,17,-5,0.09090909091,-0.6,5,10,0
201824Ey Up Its Mick,3.125,5,19,-4,2.090909091,-0.4,4,4,0
201824Wades Magic,3.5,11,19,-5,-4.909090909,-1.6,9,10,0
201825State Of Bliss,4,3,4.35,0,1.142857143,-0.2,1,10,0
201825Apres Dark,2.857142857,4,5,0,-1.857142857,-0.5,5,10,20
201825Longlai,3.2,1,7.5,0,0.1428571429,-0.3,3,10,12
201825Street Kid,2.333333333,5,10,0,1.142857143,-0.2,1,4,0
201825Darvel,3,2,11,0,-0.8571428571,-0.4,4,10,12
201825Pockley,3.75,6,15,0,-2.857142857,-0.6,6,10,0
201826Alhaajeb,7,3,5,0,1.375,-0.4,3,10,0
201826Dillydingdillydong,5,8,5.5,0,5.375,0,0,10,0
201826Ventura Vision,3.25,6,11,0,2.375,-0.3,2,10,12
201826Typical Man,5.25,5,13,0,-1.625,-0.7,6,4,12
201826Bois De Norton,3.5,7,15,0,1.375,-0.4,3,10,12
201826Crown Princess,3.4,2,17,0,3.375,-0.2,1,4,12
201826Moorland Queen,7.333333333,4,41,0,-12.625,-1.4,7,4,0
201827Puckle,2,3,2.87,-4,-2.285714286,-0.7,2,10,0
201827Qawamees,4,5,5.5,-2,8.714285714,0,0,4,12
201827Regal Mirage,5,1,5.5,-1,7.714285714,-0.1,1,10,12
201827Mrs Meader,4.5,6,7,-3,-2.285714286,-0.7,2,4,0
201827Calidus Mirabilis,4.375,7,7.5,-4,-5.285714286,-1,6,10,12
201827Bit Of A Quirke,3.875,2,10,0,-3.285714286,-0.8,4,4,20
201828Sword Beach,4.625,7,3,-6,-1.5,-0.65,3,10,0
201828Delph Crescent,2.625,3,5,-4,-1.5,-0.65,3,10,0
201828Tangled,4.625,2,5.5,-4,-2.5,-0.75,6,4,0
201828Alibaba,3.5,4,8,-6,-2.5,-0.75,6,4,6
201828Dancin Boy,3.125,6,11,-5,-1.5,-0.65,3,10,0
201828Poets Dawn,2.25,1,13,-4,2.5,-0.25,1,10,0
201831Silver Nemo,3.75,1,4,0,3,-0.4,4,4,6
201831Miss Seafire,3.666666667,5,5,0,5,-0.2,2,10,0
201831Expert Opinion,5.125,3,6,0,5,-0.2,2,10,20
201831Love Baileys,4.875,4,7.5,0,-9,-1.2,10,10,0
201831Business Flight,5.2,8,9,0,7,0,0,4,6
201831Mops Gem,3.625,6,10,0,-1,-0.8,6,4,20
201831Pina Collada,4,2,17,0,-6,-1.8,9,10,6
201831Kodi Gold,6.333333333,7,21,0,6,-0.1,1,4,0
201831Swiss Time,6,10,23,0,-5,-1.79,7,10,0
201831Red Sparrow,6,9,23,0,-5,-1.79,7,10,0
201832Shimmering Dawn,2.75,5,3,-1,1.5,-0.1,1,10,20
201832Raaeb,3,1,3.25,-2,2.5,0,0,10,0
201832Breath Of Joy,2.5,2,4.35,-2,-2.5,-0.5,5,10,12
201834Murhib,1.571428571,1,4,0,-0.1666666667,-0.3,3,10,12
201834Mahanakhon Power,6.2,6,6.5,-5,-6.166666667,-1.68,5,10,6
201834Sharp Suited,2.714285714,2,6.5,-3,2.833333333,0,2,10,20
201834Chocolate Box,3,3,8,-2,4.833333333,-0.7,0,4,0
201835Heaven Forfend,3,1,2.63,-5,-3.714285714,-0.85,5,10,20
201835Gloves Lynch,4,2,4.35,-4,2.285714286,-0.3,2,10,0
201835Rhubarb Bikini,2.428571429,4,6,-5,1.285714286,-0.4,3,10,0
201835River Dawn,3,3,7,-4,3.285714286,-0.2,1,10,12
201835Alminoor,3.125,5,9,-5,5.285714286,0,0,4,6
201835Nonios,3,6,21,0,-5.714285714,-1.78,6,4,0
201835Fox Leicester,2.875,7,67,-4,-2.714285714,-0.8,4,10,0
201836Glenn Coco,3.875,2,3.25,0,1.428571429,-0.2,1,4,20
201836Commit No Nuisance,3.25,3,5,-3,-0.5714285714,-0.4,2,10,0
201836Global Esteem,4.25,4,5.5,-3,3.428571429,0,0,10,6
201836Blame Culture,4.25,5,7.5,-1,-2.571428571,-0.6,6,4,6
201836Healing Power,5,7,8.5,-2,-0.5714285714,-0.4,2,4,12
201836Love Destiny,3.875,1,8.5,-3,-0.5714285714,-0.4,2,10,0
201836Triple Distilled,5.75,6,13,-2,-0.5714285714,-0.4,2,4,0
201839Coal Stock,1.857142857,5,5,-7,0.5,-0.4,3,10,0
201839Magic Dancer,3.5,2,6.5,-4,4.5,0,1,4,6
201839Trans Express,5,6,8.5,-2,-4.5,-1.67,5,4,6
201839Gallow Ford,4.6,1,9,-7,-7.5,-1.7,7,4,12
201839Minella Mojo,4.428571429,4,21,-4,-6.5,-1.69,6,10,0
201840Singapore Saga,3.428571429,1,5,-6,14.76923077,0,0,4,0
201840Midnight Aurora,2.75,2,5,-4,12.76923077,-0.88,1,10,12
201840Heres Bingo,5.666666667,4,7.5,-4,-7.230769231,-1.4,9,10,0
201840Master Tradesman,5.333333333,3,17,-2,1.769230769,-0.9,6,10,0
201840Givehimhisdew,3,7,34,-6,4.769230769,-0.6,2,4,0
201840Seasearch,2.333333333,6,67,-6,-12.23076923,-1.9,11,4,12
201841Emma Lamb,3.666666667,5,3.5,-4,12.66666667,0,0,0,20
201841Eclair Des Sablons,6,2,4.5,-4,9.666666667,-0.23,1,4,0
201841Yaazaain,3.2,4,11,-6,-1.333333333,-1,5,10,12
201841Beau Haze,4.714285714,3,15,-3,-5.333333333,-1.4,6,4,0
201841Shortcross Storm,4.857142857,1,19,-5,2.666666667,-0.6,4,10,12
201860Annieguire,4.8,8,7,-3,-2.058823529,-0.7,9,0,0
201860Chenery,4.625,4,9,-1,4.941176471,0,2,0,0
201860Mis Clogher,3.333333333,11,13,-3,-1.058823529,-0.6,8,10,0
201860Gotthenod,4.428571429,7,15,-2,5.941176471,-0.8,1,0,20
201860Irregularheartbeat,5.2,1,17,-1,-3.058823529,-0.8,13,4,0
201860Back On The Bridle,5.5,6,17,-4,-2.058823529,-0.7,9,0,0
201860Beat Of The Sea,4.714285714,5,23,-2,0.9411764706,-0.4,5,0,0
201860Pour Sioux,5.333333333,12,34,-4,-0.05882352941,-0.5,7,0,0
201860Cornakill Rose,3.571428571,9,51,0,-2.058823529,-0.7,9,0,0
201860Rain In Spain,3.571428571,3,51,0,4.941176471,0,2,0,0
201863Pictures Of Home,4,1,4.33,-7,-2.235294118,-0.6,10,0,0
201863Justbecool,4.375,10,7,-7,-4.235294118,-0.8,11,0,20
201863Bloodstone,4.857142857,8,11,-6,0.7647058824,-0.2,8,10,0
201863Drop Him In,4.333333333,5,11,-7,3.764705882,-0.9,3,0,0
201863Napoleon Blue,2.714285714,2,11,-4,-0.2352941176,-0.3,9,10,6
201863Ballydam,6,4,15,-6,1.764705882,-0.1,5,4,0
201863Finding Joy,3.666666667,9,34,-5,-4.235294118,-0.7,11,0,0
201863Happy Lad,2.375,3,34,-3,1.764705882,-0.1,5,0,0
201863Union Gap,1.75,7,67,-6,1.764705882,-0.1,5,0,0
201844Ensel Du Perche,2.8,11,5.5,-5,2.533333333,-0.1,5,10,0
201844Fletch,3,4,6,-6,0.5333333333,-0.3,7,10,0
201844Quick Draw,3.333333333,3,6.5,-7,4.533333333,-0.89,2,10,20
201844Kildimo,2.5,9,9,-6,4.533333333,-0.89,2,4,0
201844Ebony Jewel,3.285714286,7,11,-5,4.533333333,-0.89,2,10,0
